,emotion
2442,joy
2443,joy
2444,joy
2445,joy
2446,joy
2447,joy
2448,joy
2449,joy
2450,joy
2451,neutral
2452,joy
2453,joy
2454,joy
2455,joy
2456,sadness
2457,joy
2458,joy
2459,neutral
2460,joy
2461,joy
2462,joy
2463,neutral
2464,joy
2465,joy
2466,joy
2467,joy
2468,joy
2469,joy
2470,joy
2471,joy
2472,joy
2473,joy
2474,joy
2475,disgust
2476,joy
2477,joy
2478,joy
2479,joy
2480,joy
2481,joy
2482,neutral
2483,joy
2484,joy
2485,joy
2486,joy
2487,joy
2488,joy
2489,joy
2490,joy
2491,joy
2492,joy
2493,joy
2494,joy
2495,joy
2496,joy
2497,joy
2498,joy
2499,joy
2500,joy
2501,joy
2502,joy
2503,joy
2504,joy
2505,joy
2506,neutral
2507,joy
2508,neutral
2509,neutral
2510,joy
2511,joy
2512,joy
2513,joy
2514,joy
2515,joy
2516,joy
2517,sadness
2518,joy
2519,joy
2520,joy
2521,joy
2522,joy
2523,joy
2524,joy
2525,joy
2526,neutral
2527,joy
2528,joy
2529,joy
2530,joy
2531,joy
2532,anger
2533,joy
2534,joy
2535,joy
2536,joy
2537,joy
2538,joy
2539,neutral
2540,joy
2541,neutral
2542,joy
2543,joy
2544,joy
2545,joy
2546,joy
2547,joy
2548,joy
2549,joy
2550,joy
2551,joy
2552,joy
2553,joy
2554,joy
2555,joy
2556,joy
2557,joy
2558,joy
2559,joy
2560,joy
2561,neutral
2562,joy
2563,joy
2564,disgust
2565,joy
2566,joy
2567,neutral
2568,joy
2569,joy
2570,joy
2571,joy
2572,sadness
2573,joy
2574,sadness
2575,sadness
2576,neutral
2577,joy
2578,joy
2579,joy
2580,neutral
2581,sadness
2582,sadness
2583,joy
2584,sadness
2585,joy
2586,joy
2587,joy
2588,joy
2589,joy
2590,joy
2591,joy
2592,joy
2593,joy
2594,joy
2595,joy
2596,joy
2597,joy
2598,neutral
2599,joy
2600,joy
2601,joy
2602,joy
2603,joy
2604,joy
2605,joy
2606,joy
2607,sadness
2608,joy
2609,joy
2610,joy
2611,joy
2612,joy
2613,joy
2614,joy
2615,neutral
2616,joy
2617,joy
2618,joy
2619,joy
2620,joy
2621,joy
2622,joy
2623,joy
2624,joy
2625,joy
2626,joy
2627,joy
2628,sadness
2629,joy
2630,joy
2631,sadness
2632,neutral
2633,joy
2634,neutral
2635,joy
2636,joy
2637,joy
2638,neutral
2639,joy
2640,joy
2641,joy
2642,joy
2643,joy
2644,joy
2645,joy
2646,fear
2647,anger
2648,anger
2649,neutral
2650,joy
2651,joy
2652,joy
2653,joy
2654,joy
2655,joy
2656,joy
2657,neutral
2658,joy
2659,joy
2660,joy
2661,joy
2662,joy
2663,joy
2664,joy
2665,joy
2666,joy
2667,joy
2668,joy
2669,joy
2670,joy
2671,joy
2672,joy
2673,joy
2674,joy
2675,joy
2676,joy
2677,joy
2678,sadness
2679,joy
2680,joy
2681,joy
2682,sadness
2683,joy
2684,joy
2685,joy
2686,joy
2687,joy
2688,joy
2689,joy
2690,joy
2691,anger
2692,joy
2693,joy
2694,joy
2695,joy
2696,joy
2697,neutral
2698,neutral
2699,joy
2700,joy
2701,joy
2702,joy
2703,joy
2704,neutral
2705,joy
2706,joy
2707,joy
2708,joy
2709,joy
2710,joy
2711,joy
2712,joy
2713,joy
2714,joy
2715,joy
2716,joy
2717,joy
2718,joy
2719,neutral
2720,sadness
2721,joy
2722,joy
2723,joy
2724,sadness
2725,joy
2726,joy
2727,joy
2728,joy
2729,joy
2730,joy
2731,joy
2732,joy
2733,joy
2734,joy
2735,joy
2736,joy
2737,joy
2738,joy
2739,joy
2740,joy
2741,joy
2742,joy
2743,joy
2744,joy
2745,joy
2746,joy
2747,joy
2748,joy
2749,joy
2750,joy
2751,joy
2752,neutral
2753,sadness
2754,neutral
2755,joy
2756,joy
2757,joy
2758,neutral
2759,joy
2760,joy
2761,joy
2762,joy
2763,joy
2764,joy
2765,joy
2766,neutral
2767,neutral
2768,joy
2769,joy
2770,joy
2771,joy
2772,sadness
2773,joy
2774,joy
2775,joy
2776,joy
2777,joy
2778,joy
2779,joy
2780,joy
2781,joy
2782,joy
2783,joy
2784,joy
2785,joy
2786,joy
2787,joy
2788,joy
2789,joy
2790,joy
2791,joy
2792,anger
2793,joy
2794,joy
2795,joy
2796,joy
2797,joy
2798,joy
2799,joy
2800,joy
2801,joy
2802,joy
2803,disgust
2804,joy
2805,joy
2806,joy
2807,joy
2808,joy
2809,sadness
2810,joy
2811,joy
2812,joy
2813,joy
2814,joy
2815,joy
2816,neutral
2817,joy
2818,fear
2819,joy
2820,sadness
2821,joy
2822,joy
2823,joy
2824,sadness
2825,joy
2826,joy
2827,joy
2828,joy
2829,joy
2830,joy
2831,joy
2832,joy
2833,neutral
2834,disgust
2835,joy
2836,joy
2837,joy
2838,joy
2839,joy
2840,joy
2841,joy
2842,joy
2843,joy
2844,joy
2845,joy
2846,joy
2847,neutral
2848,joy
2849,joy
2850,neutral
2851,joy
2852,neutral
2853,anger
2854,joy
2855,neutral
2856,neutral
2857,joy
2858,joy
2859,joy
2860,sadness
2861,joy
2862,joy
2863,joy
2864,joy
2865,joy
2866,joy
2867,joy
2868,joy
2869,joy
2870,joy
2871,joy
2872,neutral
2873,joy
2874,sadness
2875,joy
2876,joy
2877,joy
2878,joy
2879,joy
2880,neutral
2881,joy
2882,joy
2883,joy
2884,joy
2885,neutral
2886,joy
2887,joy
2888,sadness
2889,joy
2890,joy
2891,joy
2892,sadness
2893,joy
2894,neutral
2895,joy
2896,joy
2897,joy
2898,joy
2899,joy
2900,joy
2901,joy
2902,joy
2903,neutral
2904,joy
2905,joy
2906,joy
2907,joy
2908,joy
2909,joy
2910,joy
2911,joy
2912,joy
2913,joy
2914,joy
2915,joy
2916,joy
2917,joy
2918,neutral
2919,joy
2920,neutral
2921,joy
2922,neutral
2923,joy
2924,joy
2925,joy
2926,joy
2927,joy
2928,joy
2929,joy
2930,joy
2931,neutral
2932,joy
2933,joy
2934,joy
2935,joy
2936,joy
2937,joy
2938,joy
2939,joy
2940,joy
2941,joy
2942,joy
2943,joy
2944,joy
2945,joy
2946,neutral
2947,neutral
2948,joy
2949,joy
2950,joy
2951,joy
2952,joy
2953,joy
2954,joy
2955,joy
2956,anger
2957,joy
2958,joy
2959,joy
2960,joy
2961,joy
2962,joy
2963,joy
2964,joy
2965,joy
2966,neutral
2967,joy
2968,joy
2969,joy
2970,joy
2971,joy
2972,joy
2973,joy
2974,disgust
2975,joy
2976,joy
2977,joy
2978,joy
2979,joy
2980,joy
2981,joy
2982,joy
2983,joy
2984,joy
2985,joy
2986,neutral
2987,joy
2988,joy
2989,joy
2990,joy
2991,joy
2992,joy
2993,joy
2994,joy
2995,joy
2996,joy
2997,neutral
2998,neutral
2999,joy
3000,neutral
3001,neutral
3002,joy
3003,joy
3004,joy
3005,joy
3006,joy
3007,joy
3008,joy
3009,joy
3010,joy
3011,neutral
3012,joy
3013,joy
3014,joy
3015,joy
3016,joy
3017,joy
3018,joy
3019,anger
3020,joy
3021,neutral
3022,joy
3023,joy
3024,neutral
3025,joy
3026,joy
3027,neutral
3028,joy
3029,joy
3030,joy
3031,sadness
3032,joy
3033,joy
3034,joy
3035,joy
3036,sadness
3037,sadness
3038,joy
3039,neutral
3040,joy
3041,joy
3042,joy
3043,joy
3044,joy
3045,joy
3046,joy
3047,joy
3048,joy
3049,joy
3050,joy
3051,joy
3052,joy
3053,joy
3054,joy
3055,joy
3056,joy
3057,joy
3058,joy
3059,joy
3060,neutral
3061,joy
3062,joy
3063,anger
3064,sadness
3065,joy
3066,neutral
3067,joy
3068,joy
3069,joy
3070,joy
3071,joy
3072,joy
3073,joy
3074,joy
3075,joy
3076,joy
3077,neutral
3078,joy
3079,joy
3080,joy
3081,joy
3082,joy
3083,joy
3084,sadness
3085,joy
3086,disgust
3087,joy
3088,joy
3089,neutral
3090,joy
3091,joy
3092,joy
3093,sadness
3094,neutral
3095,joy
3096,joy
3097,joy
3098,joy
3099,joy
3100,joy
3101,joy
3102,joy
3103,joy
3104,joy
3105,neutral
3106,joy
3107,joy
3108,joy
3109,joy
3110,joy
3111,neutral
3112,neutral
3113,joy
3114,sadness
3115,neutral
3116,neutral
3117,neutral
3118,joy
3119,neutral
3120,joy
3121,neutral
3122,neutral
3123,joy
3124,joy
3125,joy
3126,joy
3127,joy
3128,joy
3129,sadness
3130,joy
3131,joy
3132,joy
3133,joy
3134,joy
3135,joy
3136,joy
3137,joy
3138,joy
3139,joy
3140,neutral
3141,joy
3142,sadness
3143,joy
3144,joy
3145,joy
3146,joy
3147,joy
3148,joy
3149,joy
3150,joy
3151,joy
3152,joy
3153,joy
3154,joy
3155,joy
3156,joy
3157,neutral
3158,joy
3159,neutral
3160,joy
3161,joy
3162,joy
3163,joy
3164,joy
3165,joy
3166,joy
3167,joy
3168,neutral
3169,joy
3170,joy
3171,joy
3172,joy
3173,neutral
3174,joy
3175,neutral
3176,neutral
3177,joy
3178,joy
3179,joy
3180,joy
3181,joy
3182,joy
3183,joy
3184,joy
3185,joy
3186,joy
3187,joy
3188,joy
3189,joy
3190,joy
3191,joy
3192,joy
3193,joy
3194,joy
3195,joy
3196,joy
3197,joy
3198,neutral
3199,joy
3200,joy
3201,joy
3202,neutral
3203,joy
3204,neutral
3205,joy
3206,neutral
3207,joy
3208,joy
3209,disgust
3210,joy
3211,joy
3212,joy
3213,sadness
3214,joy
3215,neutral
3216,neutral
3217,joy
3218,joy
3219,joy
3220,joy
3221,joy
3222,neutral
3223,joy
3224,neutral
3225,joy
3226,joy
3227,joy
3228,joy
3229,joy
3230,joy
3231,joy
3232,joy
3233,joy
3234,joy
3235,joy
3236,joy
3237,neutral
3238,joy
3239,joy
3240,neutral
3241,joy
3242,joy
3243,joy
3244,joy
3245,joy
3246,neutral
3247,joy
3248,joy
3249,joy
3250,neutral
3251,joy
3252,neutral
3253,joy
3254,joy
3255,anger
3256,joy
3257,joy
3258,neutral
3259,joy
3260,joy
3261,joy
3262,joy
3263,joy
3264,joy
3265,neutral
3266,joy
3267,joy
3268,joy
3269,sadness
3270,joy
3271,joy
3272,joy
3273,sadness
3274,joy
3275,joy
3276,fear
3277,joy
3278,joy
3279,joy
3280,joy
3281,joy
3282,joy
3283,joy
3284,joy
3285,joy
3286,disgust
3287,joy
3288,joy
3289,joy
3290,joy
3291,joy
3292,joy
3293,joy
3294,joy
3295,joy
3296,joy
3297,joy
3298,sadness
3299,joy
3300,joy
3301,joy
3302,joy
3303,joy
3304,joy
3305,joy
3306,joy
3307,neutral
3308,joy
3309,joy
3310,joy
3311,neutral
3312,joy
3313,joy
3314,joy
3315,joy
3316,neutral
3317,sadness
3318,joy
3319,joy
3320,joy
3321,sadness
3322,joy
3323,joy
3324,joy
3325,joy
3326,joy
3327,joy
3328,joy
3329,disgust
3330,joy
3331,joy
3332,joy
3333,joy
3334,disgust
3335,joy
3336,joy
3337,joy
3338,sadness
3339,joy
3340,joy
3341,neutral
3342,joy
3343,joy
3344,joy
3345,joy
3346,joy
3347,joy
3348,joy
3349,joy
3350,joy
3351,joy
3352,joy
3353,neutral
3354,sadness
3355,joy
3356,joy
3357,joy
3358,joy
3359,joy
3360,joy
3361,joy
3362,neutral
3363,joy
3364,joy
3365,joy
3366,joy
3367,joy
3368,joy
3369,joy
3370,joy
3371,joy
3372,joy
3373,joy
3374,neutral
3375,joy
3376,joy
3377,joy
3378,joy
3379,joy
3380,joy
3381,joy
3382,joy
3383,joy
3384,joy
3385,joy
3386,joy
3387,sadness
3388,fear
3389,joy
3390,joy
3391,joy
3392,joy
3393,sadness
3394,joy
3395,joy
3396,joy
3397,joy
3398,joy
3399,joy
3400,neutral
3401,joy
3402,joy
3403,joy
3404,joy
3405,joy
3406,neutral
3407,joy
3408,sadness
3409,disgust
3410,joy
3411,joy
3412,joy
3413,joy
3414,joy
3415,joy
3416,sadness
3417,joy
3418,neutral
3419,joy
3420,joy
3421,joy
3422,joy
3423,joy
3424,joy
3425,joy
3426,joy
3427,joy
3428,joy
3429,joy
3430,joy
3431,joy
3432,neutral
3433,joy
3434,joy
3435,joy
3436,sadness
3437,joy
3438,joy
3439,joy
3440,joy
3441,joy
3442,joy
3443,joy
3444,joy
3445,joy
3446,neutral
3447,neutral
3448,neutral
3449,joy
3450,joy
3451,joy
3452,joy
3453,neutral
3454,joy
3455,joy
3456,neutral
3457,neutral
3458,joy
3459,joy
3460,joy
3461,joy
3462,joy
3463,joy
3464,joy
3465,joy
3466,joy
3467,joy
3468,joy
3469,joy
3470,joy
3471,joy
3472,joy
3473,joy
3474,joy
3475,joy
3476,joy
3477,joy
3478,joy
3479,joy
3480,joy
3481,joy
3482,joy
3483,joy
3484,joy
3485,joy
3486,joy
3487,neutral
3488,joy
3489,joy
3490,joy
3491,joy
3492,joy
3493,joy
3494,joy
3495,joy
3496,sadness
3497,joy
3498,joy
3499,joy
3500,joy
3501,joy
3502,joy
3503,joy
3504,joy
3505,joy
3506,joy
3507,joy
3508,neutral
3509,joy
3510,neutral
3511,joy
3512,joy
3513,neutral
3514,joy
3515,joy
3516,joy
3517,joy
3518,joy
3519,joy
3520,joy
3521,joy
3522,joy
3523,joy
3524,joy
3525,joy
3526,neutral
3527,joy
3528,joy
3529,joy
3530,joy
3531,neutral
3532,neutral
3533,joy
3534,joy
3535,joy
3536,joy
3537,joy
3538,joy
3539,neutral
3540,joy
3541,joy
3542,joy
3543,joy
3544,joy
3545,neutral
3546,neutral
3547,joy
3548,joy
3549,joy
3550,joy
3551,joy
3552,joy
3553,joy
3554,joy
3555,joy
3556,joy
3557,joy
3558,joy
3559,joy
3560,joy
3561,joy
3562,joy
3563,joy
3564,joy
3565,joy
3566,joy
3567,joy
3568,joy
3569,joy
3570,neutral
3571,joy
3572,joy
3573,neutral
3574,joy
3575,neutral
3576,joy
3577,joy
3578,joy
3579,joy
3580,joy
3581,neutral
3582,joy
3583,joy
3584,joy
3585,joy
3586,joy
3587,joy
3588,joy
3589,joy
3590,joy
3591,joy
3592,joy
3593,joy
3594,joy
3595,joy
3596,joy
3597,joy
3598,joy
3599,joy
3600,joy
3601,joy
3602,joy
3603,joy
3604,joy
3605,sadness
3606,joy
3607,joy
3608,joy
3609,joy
3610,joy
3611,joy
3612,joy
3613,joy
3614,joy
3615,joy
3616,neutral
3617,joy
3618,sadness
3619,joy
3620,sadness
3621,joy
3622,joy
3623,neutral
3624,joy
3625,joy
3626,neutral
3627,joy
3628,joy
3629,joy
3630,joy
3631,joy
3632,joy
3633,joy
3634,joy
3635,joy
3636,anger
3637,joy
3638,joy
3639,joy
3640,joy
3641,sadness
3642,disgust
3643,joy
3644,joy
3645,joy
3646,joy
3647,joy
3648,joy
3649,joy
3650,joy
3651,neutral
3652,joy
3653,joy
3654,joy
3655,joy
3656,joy
3657,anger
3658,sadness
3659,joy
3660,joy
3661,joy
3662,sadness
3663,joy
3664,joy
3665,joy
3666,joy
3667,joy
3668,joy
3669,joy
3670,joy
3671,joy
3672,joy
3673,joy
3674,joy
3675,joy
3676,joy
3677,joy
3678,joy
3679,sadness
3680,joy
3681,joy
3682,neutral
3683,joy
3684,joy
3685,joy
3686,joy
3687,neutral
3688,joy
3689,joy
3690,joy
3691,joy
3692,joy
3693,joy
3694,joy
3695,joy
3696,joy
3697,joy
3698,joy
3699,joy
3700,neutral
3701,joy
3702,joy
3703,joy
3704,joy
3705,neutral
3706,joy
3707,joy
3708,joy
3709,joy
3710,sadness
3711,joy
3712,joy
3713,joy
3714,joy
3715,sadness
3716,joy
3717,joy
3718,joy
3719,joy
3720,joy
3721,joy
3722,joy
3723,joy
3724,joy
3725,joy
3726,joy
3727,joy
3728,joy
3729,joy
3730,joy
3731,joy
3732,disgust
3733,joy
3734,joy
3735,joy
3736,joy
3737,neutral
3738,joy
3739,neutral
3740,joy
3741,joy
3742,joy
3743,neutral
3744,joy
3745,joy
3746,joy
3747,joy
3748,joy
3749,joy
3750,joy
3751,neutral
3752,joy
3753,joy
3754,joy
3755,joy
3756,joy
3757,joy
3758,neutral
3759,joy
3760,neutral
3761,neutral
3762,joy
3763,joy
3764,joy
3765,joy
3766,joy
3767,joy
3768,joy
3769,joy
3770,joy
3771,joy
3772,fear
3773,joy
3774,joy
3775,joy
3776,joy
3777,joy
3778,neutral
3779,joy
3780,joy
3781,joy
3782,neutral
3783,joy
3784,joy
3785,joy
3786,joy
3787,joy
3788,joy
3789,neutral
3790,joy
3791,joy
3792,joy
3793,joy
3794,joy
3795,joy
3796,joy
3797,joy
3798,joy
3799,joy
3800,joy
3801,neutral
3802,joy
3803,joy
3804,joy
3805,joy
3806,joy
3807,joy
3808,joy
3809,joy
3810,joy
3811,joy
3812,joy
3813,joy
3814,joy
3815,joy
3816,joy
3817,neutral
3818,joy
3819,joy
3820,joy
3821,joy
3822,neutral
3823,sadness
3824,joy
3825,joy
3826,joy
3827,joy
3828,joy
3829,joy
3830,joy
3831,joy
3832,joy
3833,joy
3834,joy
3835,joy
3836,joy
3837,joy
3838,joy
3839,joy
3840,joy
3841,joy
3842,neutral
3843,joy
3844,joy
3845,sadness
3846,neutral
3847,neutral
3848,joy
3849,joy
3850,joy
3851,joy
3852,joy
3853,joy
3854,joy
3855,joy
3856,joy
3857,joy
3858,neutral
3859,sadness
3860,joy
3861,joy
3862,joy
3863,sadness
3864,sadness
3865,joy
3866,neutral
3867,joy
3868,joy
3869,joy
3870,joy
3871,joy
3872,joy
3873,neutral
3874,joy
3875,disgust
3876,joy
3877,joy
3878,joy
3879,joy
3880,joy
3881,joy
3882,joy
3883,joy
3884,joy
3885,neutral
3886,joy
3887,joy
3888,joy
3889,joy
3890,joy
3891,joy
3892,joy
3893,joy
3894,joy
3895,joy
3896,joy
3897,joy
3898,joy
3899,joy
3900,joy
3901,joy
3902,joy
3903,joy
3904,neutral
3905,joy
3906,joy
3907,joy
3908,joy
3909,joy
3910,joy
3911,joy
3912,joy
3913,joy
3914,joy
3915,joy
3916,fear
3917,joy
3918,joy
3919,joy
3920,joy
3921,joy
3922,joy
3923,joy
3924,joy
3925,neutral
3926,joy
3927,neutral
3928,joy
3929,joy
3930,joy
3931,joy
3932,joy
3933,joy
3934,joy
3935,disgust
3936,sadness
3937,joy
3938,joy
3939,joy
3940,joy
3941,joy
3942,joy
3943,joy
3944,joy
3945,neutral
3946,joy
3947,joy
3948,joy
3949,joy
3950,joy
3951,fear
3952,neutral
3953,joy
3954,neutral
3955,joy
3956,joy
3957,joy
3958,joy
3959,neutral
3960,joy
3961,neutral
3962,joy
3963,joy
3964,joy
3965,joy
3966,joy
3967,joy
3968,joy
3969,sadness
3970,joy
3971,joy
3972,joy
3973,fear
3974,neutral
3975,sadness
3976,joy
3977,joy
3978,neutral
3979,joy
3980,joy
3981,joy
3982,joy
3983,joy
3984,joy
3985,sadness
3986,joy
3987,joy
3988,joy
3989,neutral
3990,joy
3991,joy
3992,joy
3993,sadness
3994,joy
3995,joy
3996,neutral
3997,joy
3998,joy
3999,joy
4000,joy
4001,joy
4002,joy
4003,joy
4004,joy
4005,fear
4006,joy
4007,joy
4008,anger
4009,joy
4010,joy
4011,joy
4012,neutral
4013,joy
4014,joy
4015,joy
4016,joy
4017,sadness
4018,joy
4019,joy
4020,joy
4021,joy
4022,joy
4023,joy
4024,joy
4025,joy
4026,joy
4027,joy
4028,joy
4029,joy
4030,joy
4031,joy
4032,joy
4033,joy
4034,joy
4035,joy
4036,joy
4037,joy
4038,neutral
4039,anger
4040,joy
4041,joy
4042,joy
4043,joy
4044,joy
4045,joy
4046,joy
4047,joy
4048,joy
4049,joy
4050,joy
4051,joy
4052,joy
4053,joy
4054,joy
4055,joy
4056,joy
4057,joy
4058,joy
4059,sadness
4060,sadness
4061,joy
4062,joy
4063,joy
4064,sadness
4065,joy
4066,joy
4067,sadness
4068,joy
4069,joy
4070,joy
4071,joy
4072,neutral
4073,neutral
4074,joy
4075,neutral
4076,joy
4077,anger
4078,neutral
4079,sadness
4080,joy
4081,joy
4082,joy
4083,joy
4084,joy
4085,joy
4086,joy
4087,joy
4088,joy
4089,joy
4090,joy
4091,joy
4092,joy
4093,joy
4094,joy
4095,joy
4096,joy
4097,joy
4098,joy
4099,joy
4100,joy
4101,joy
4102,neutral
4103,joy
4104,joy
4105,joy
4106,joy
4107,joy
4108,joy
4109,joy
4110,joy
4111,sadness
4112,joy
4113,joy
4114,joy
4115,joy
4116,joy
4117,joy
4118,joy
4119,joy
4120,joy
4121,neutral
4122,joy
4123,joy
4124,joy
4125,neutral
4126,joy
4127,joy
4128,joy
4129,joy
4130,joy
4131,joy
4132,anger
4133,joy
4134,joy
4135,joy
4136,anger
4137,joy
4138,joy
4139,neutral
4140,joy
4141,joy
4142,joy
4143,joy
4144,joy
4145,joy
4146,joy
4147,joy
4148,joy
4149,joy
4150,joy
4151,joy
4152,neutral
4153,joy
4154,joy
4155,joy
4156,joy
4157,joy
4158,joy
4159,joy
4160,joy
4161,joy
4162,neutral
4163,joy
4164,sadness
4165,joy
4166,disgust
4167,joy
4168,joy
4169,joy
4170,joy
4171,joy
4172,joy
4173,joy
4174,disgust
4175,disgust
4176,joy
4177,joy
4178,joy
4179,joy
4180,neutral
4181,joy
4182,joy
4183,joy
4184,joy
4185,joy
4186,joy
4187,joy
4188,joy
4189,joy
4190,neutral
4191,neutral
4192,joy
4193,joy
4194,sadness
4195,joy
4196,joy
4197,joy
4198,joy
4199,disgust
4200,joy
4201,joy
4202,joy
4203,joy
4204,joy
4205,joy
4206,joy
4207,joy
4208,neutral
4209,joy
4210,joy
4211,joy
4212,joy
4213,joy
4214,joy
4215,joy
4216,neutral
4217,joy
4218,joy
4219,neutral
4220,joy
4221,joy
4222,joy
4223,neutral
4224,joy
4225,joy
4226,joy
4227,joy
4228,joy
4229,joy
4230,joy
4231,joy
4232,sadness
4233,sadness
4234,sadness
4235,joy
4236,joy
4237,joy
4238,joy
4239,joy
4240,joy
4241,joy
4242,joy
4243,neutral
4244,fear
4245,joy
4246,joy
4247,joy
4248,joy
4249,joy
4250,joy
4251,joy
4252,sadness
4253,neutral
4254,joy
4255,joy
4256,joy
4257,joy
4258,joy
4259,joy
4260,joy
4261,joy
4262,joy
4263,joy
4264,joy
4265,neutral
4266,joy
4267,joy
4268,joy
4269,fear
4270,disgust
4271,joy
4272,joy
4273,disgust
4274,neutral
4275,joy
4276,neutral
4277,joy
4278,joy
4279,joy
4280,joy
4281,joy
4282,joy
4283,joy
4284,joy
4285,neutral
4286,joy
4287,sadness
4288,joy
4289,joy
4290,joy
4291,joy
4292,joy
4293,joy
4294,sadness
4295,joy
4296,joy
4297,joy
4298,joy
4299,joy
4300,joy
4301,neutral
4302,joy
4303,joy
4304,neutral
4305,joy
4306,joy
4307,joy
4308,joy
4309,joy
4310,neutral
4311,neutral
4312,joy
4313,joy
4314,joy
4315,joy
4316,neutral
4317,joy
4318,joy
4319,joy
4320,neutral
4321,joy
4322,joy
4323,joy
4324,joy
4325,joy
4326,joy
4327,joy
4328,joy
4329,joy
4330,joy
4331,sadness
4332,joy
4333,joy
4334,joy
4335,joy
4336,joy
4337,joy
4338,joy
4339,joy
4340,neutral
4341,neutral
4342,joy
4343,joy
4344,joy
4345,joy
4346,neutral
4347,joy
4348,neutral
4349,joy
4350,joy
4351,neutral
4352,joy
4353,joy
4354,joy
4355,joy
4356,joy
4357,joy
4358,joy
4359,joy
4360,joy
4361,joy
4362,joy
4363,joy
4364,joy
4365,joy
4366,joy
4367,joy
4368,neutral
4369,joy
4370,joy
4371,joy
4372,joy
4373,disgust
4374,joy
4375,neutral
4376,joy
4377,joy
4378,joy
4379,joy
4380,joy
4381,joy
4382,sadness
4383,joy
4384,anger
4385,joy
4386,joy
4387,neutral
4388,joy
4389,joy
4390,joy
4391,neutral
4392,joy
4393,joy
4394,neutral
4395,joy
4396,joy
4397,joy
4398,joy
4399,joy
4400,joy
4401,neutral
4402,disgust
4403,joy
4404,joy
4405,joy
4406,joy
4407,joy
4408,joy
4409,joy
4410,joy
4411,sadness
4412,joy
4413,joy
4414,joy
4415,joy
4416,joy
4417,joy
4418,joy
4419,neutral
4420,neutral
4421,joy
4422,joy
4423,joy
4424,joy
4425,joy
4426,joy
4427,joy
4428,joy
4429,joy
4430,neutral
4431,joy
4432,joy
4433,joy
4434,joy
4435,joy
4436,neutral
4437,joy
4438,joy
4439,neutral
4440,joy
4441,joy
4442,joy
4443,neutral
4444,joy
4445,joy
4446,joy
4447,joy
4448,joy
4449,neutral
4450,joy
4451,joy
4452,joy
4453,neutral
4454,joy
4455,joy
4456,neutral
4457,joy
4458,joy
4459,neutral
4460,joy
4461,joy
4462,joy
4463,neutral
4464,joy
4465,joy
4466,joy
4467,joy
4468,joy
4469,joy
4470,joy
4471,joy
4472,joy
4473,joy
4474,joy
4475,joy
4476,joy
4477,disgust
4478,neutral
4479,joy
4480,neutral
4481,joy
4482,disgust
4483,neutral
4484,joy
4485,joy
4486,neutral
4487,joy
4488,joy
4489,joy
4490,joy
4491,joy
4492,joy
4493,joy
4494,joy
4495,neutral
4496,joy
4497,joy
4498,joy
4499,sadness
4500,joy
4501,joy
4502,joy
4503,joy
4504,joy
4505,joy
4506,joy
4507,joy
4508,neutral
4509,joy
4510,joy
4511,joy
4512,joy
4513,joy
4514,joy
4515,joy
4516,joy
4517,joy
4518,joy
4519,joy
4520,joy
4521,sadness
4522,joy
4523,joy
4524,joy
4525,joy
4526,joy
4527,joy
4528,joy
4529,joy
4530,joy
4531,joy
4532,joy
4533,joy
4534,neutral
4535,joy
4536,joy
4537,joy
4538,joy
4539,disgust
4540,joy
4541,joy
4542,joy
4543,joy
4544,joy
4545,anger
4546,joy
4547,joy
4548,joy
4549,joy
4550,joy
4551,joy
4552,joy
4553,joy
4554,joy
4555,joy
4556,neutral
4557,joy
4558,joy
4559,joy
4560,joy
4561,joy
4562,joy
4563,joy
4564,joy
4565,neutral
4566,joy
4567,joy
4568,joy
4569,joy
4570,neutral
4571,joy
4572,joy
4573,sadness
4574,joy
4575,joy
4576,neutral
4577,neutral
4578,neutral
4579,joy
4580,joy
4581,joy
4582,neutral
4583,joy
4584,joy
4585,joy
4586,joy
4587,joy
4588,joy
4589,neutral
4590,anger
4591,joy
4592,joy
4593,joy
4594,neutral
4595,joy
4596,joy
4597,sadness
4598,joy
4599,joy
4600,joy
4601,joy
4602,neutral
4603,joy
4604,joy
4605,sadness
4606,joy
4607,sadness
4608,joy
4609,neutral
4610,neutral
4611,joy
4612,neutral
4613,neutral
4614,neutral
4615,neutral
4616,joy
4617,joy
4618,joy
4619,joy
4620,joy
4621,joy
4622,joy
4623,sadness
4624,joy
4625,joy
4626,joy
4627,joy
4628,joy
4629,joy
4630,joy
4631,joy
4632,neutral
4633,neutral
4634,neutral
4635,joy
4636,joy
4637,joy
4638,joy
4639,joy
4640,joy
4641,joy
4642,neutral
4643,joy
4644,joy
4645,joy
4646,joy
4647,neutral
4648,joy
4649,joy
4650,joy
4651,joy
4652,joy
4653,joy
4654,joy
4655,joy
4656,joy
4657,joy
4658,joy
4659,joy
4660,joy
4661,joy
4662,joy
4663,neutral
4664,joy
4665,joy
4666,joy
4667,joy
4668,joy
4669,joy
4670,neutral
4671,neutral
4672,sadness
4673,neutral
4674,joy
4675,joy
4676,joy
4677,disgust
4678,joy
4679,joy
4680,joy
4681,joy
4682,sadness
4683,neutral
4684,joy
4685,neutral
4686,joy
4687,joy
4688,joy
4689,joy
4690,neutral
4691,joy
4692,joy
4693,neutral
4694,joy
4695,joy
4696,neutral
4697,joy
4698,joy
4699,joy
4700,joy
4701,joy
4702,joy
4703,disgust
4704,joy
4705,neutral
4706,joy
4707,joy
4708,joy
4709,neutral
4710,joy
